oid,Period_band_r,Amplitude_r,Mean_r,Std_r,class
451740,2.1085338658076296,0.1238098,17.339265331695334,0.0722770116257232,CEP
582478,2.498356328453756,0.1200585249999992,17.924619934343436,0.0713698043783427,CEP
9112,9.538152045919212,0.2525365250000018,13.301957295143486,0.1669406775276974,CEP
367640,0.9240795042939374,0.3928089499999991,15.929839826683294,0.2408704775242793,CEP
581218,2.7536231622403475,0.3011999000000003,18.54588959816125,0.1724289953551783,CEP
535155,3.91026982075966,0.3221640500000013,17.956417847066668,0.1957061814870001,CEP
559716,4.669451639429013,0.2157592499999996,16.118621071287127,0.1303118059272802,CEP
408584,3.180981023380298,0.1176825000000008,13.370552948290598,0.0749946473060222,CEP
311559,0.4197874292085418,0.3959388750000006,19.01427881386272,0.2104829245768318,CEP
529312,14.984225993907964,0.3868248750000003,13.143864816,0.2392779444854179,CEP
106125,2.4154589107683204,0.2335247999999996,14.484846012713474,0.1465933854884651,CEP
399673,0.5517962138261899,0.2295675499999996,14.096312946666668,0.1389093584055476,CEP
15016,4.185021883027313,0.2151479750000007,13.980470929955947,0.1327333539608871,CEP
12557,2.400202119681518,0.3730097000000025,17.865722646086958,0.1789436796402573,CEP
561166,5.85696646068461,0.2002463249999992,16.094734387560386,0.1177858319771886,CEP
398781,7.034431562501474,0.2497329749999997,14.560715334184398,0.1649880485000845,CEP
483639,4.033113801061056,0.1675977999999993,17.793280003416555,0.1108800857401886,CEP
472809,1.9047617750103056,0.1910895999999979,17.31453819695122,0.114219481528162,CEP
183600,2.785923768761507,0.1531962999999994,12.622022512424849,0.0883040526387784,CEP
248716,1.1016408702253295,0.2154359750000019,18.14438314017857,0.1239329462545219,CEP
109647,0.7126246216898445,0.3444209249999996,14.597945051939654,0.2054063362856188,CEP
566734,0.9121896259978254,0.2748146000000009,17.41319026616729,0.1562332219611658,CEP
544255,4.659146459912125,0.1356191500000001,17.475086252258063,0.0788562430188817,CEP
150151,2.0191284594821064,0.4200119999999989,14.53597805638554,0.2531972620194956,CEP
318499,12.541253873773162,0.3105902749999991,18.54028095110063,0.1978656362425732,CEP
296370,0.5070587459450481,0.1246223500000009,17.05102696072041,0.0699419518842755,CEP
393151,0.8604681887821463,0.1381983750000008,12.535200805875832,0.0882169478801019,CEP
470404,10.644257146829236,0.2459244999999992,13.84923444328358,0.1535080268893919,CEP
255466,7.180649517916778,0.136417175,13.577468267507884,0.0999065080165994,CEP
570055,1.668715874170278,0.1148286000000009,15.199845595769233,0.0701936550784819,CEP
388240,16.129031552546508,0.1369337999999995,17.6159981522293,0.0699724229199628,CEP
576265,4.588263486875368,0.2211269999999983,16.1030023412114,0.1455569851852177,CEP
511526,9.875259136130492,0.3447618499999993,17.393744763617462,0.2217516768091868,CEP
557327,18.428710665237325,0.3966598499999998,13.45602499151671,0.2601255470585952,CEP
543709,2.631214344599325,0.3022232000000002,16.449284554488777,0.189615685354633,CEP
581825,8.675798623949282,0.2699680249999998,14.819825963349514,0.1901980443363935,CEP
464516,24.234695202290546,0.3574442499999994,15.52092423721553,0.242077232341131,CEP
26518,1.3126078993302086,0.1505947,15.430913932006918,0.1157707826194288,CEP
565054,0.9611978306095258,0.40881685,14.841157184004889,0.2770722038937727,CEP
182513,3.173012436471301,0.3015112999999996,13.600172682172133,0.152440755189785,CEP
610924,2.688552573530413,0.1624841499999991,16.67219783398533,0.1049650698993065,CEP
459953,14.570551507206964,0.3593664000000007,12.97623011552306,0.2045100963515675,CEP
503123,1.6440251669702282,0.3516421000000003,16.280348247850206,0.2210215929365632,CEP
176896,0.6769273823667711,0.1139903000000002,13.0891420628866,0.0801301109631493,CEP
165161,2.951227187740278,0.2836732999999993,13.232876015658364,0.193107540574279,CEP
84280,1.3004791332255776,0.1292013999999994,12.959231008981003,0.0707130114086233,CEP
497627,3.712387391498926,0.0998458500000012,16.347931880744547,0.0643044702854858,CEP
123891,1.5727175406790244,0.189355374999999,12.32685205153846,0.1100262234311406,CEP
549744,0.4586602034602168,0.33431385,15.095130982193549,0.2169774713078378,CEP
171305,3.693623622242959,0.4131970499999982,13.287846293565686,0.2088857037188241,CEP
91974,2.983668285518992,0.1544666499999989,13.58193826437956,0.103598139681335,CEP
607409,9.664292147381294,0.2632093500000003,17.278741789951575,0.168892408567121,CEP
168751,2.196531744986956,0.1035280500000004,13.19546298995984,0.0849190713627047,CEP
162799,1.3649425563221729,0.1257238249999996,13.687425377348063,0.0848420805191855,CEP
18350,2.674926194144973,0.1255876999999996,15.888272967288694,0.0742299719904747,CEP
162355,0.8330774927376658,0.1815061499999997,15.193400569607844,0.1165397840070181,CEP
16188,22.222221339190483,0.3636727250000007,19.13246980554855,0.2171342135518724,CEP
48859,2.941631794743126,0.2723855749999995,15.518819499784946,0.1714536751810833,CEP
486560,1.0984563537977805,0.2874536499999998,15.365794193050192,0.1710282374288164,CEP
173431,2.7452678814829263,0.1377091249999988,14.7443303520362,0.0778735417338431,CEP
631077,3.937824160119065,0.1242127250000013,16.06313586949153,0.0677086646960724,CEP
32112,24.547803138356795,0.4589906000000017,19.376697189973616,0.2786293688381713,CEP
584287,3.5494118116227407,0.1920834000000004,12.453318589781022,0.1206140305077045,CEP
81151,4.1584591219832845,0.4618732999999997,13.96083056254237,0.2693778939441486,CEP
45356,5.459769781098658,0.2878388999999997,14.09186648552381,0.1893406551396119,CEP
453910,17.527674331290665,0.4569478000000018,16.506341897818793,0.2937434625881084,CEP
24147,2.993540071159227,0.1591763750000003,15.773134582536922,0.1067406497528503,CEP
392086,5.619639040731224,0.1879873000000014,17.181445716171222,0.1147017297844147,CEP
91628,2.0146325258275697,0.133120775,14.006647367941175,0.0942569237734518,CEP
591205,5.499276010639161,0.1227958249999998,14.524519916109783,0.0708572102162267,CEP
408183,3.95339172112417,0.1837567999999994,13.16610679818594,0.117965025086219,CEP
438766,3.1545741158840266,0.1356811499999981,17.07687526658537,0.0836104269624179,CEP
512187,4.8742942467537205,0.1245693999999995,13.05346324310345,0.0744648205608562,CEP
296999,14.361299035833555,0.4140203250000009,13.71608600516129,0.232047305974378,CEP
13460,3.913491422946476,0.2878529999999992,13.36864137947494,0.1714245682021092,CEP
434565,13.581128327341697,0.316486349999999,14.832045948048782,0.1927600856874033,CEP
394755,0.3373639260716601,0.4631531249999989,14.470083342725172,0.2965762799671907,CEP
505252,1.0951008103785265,0.1960067750000016,14.47776882340169,0.1136698808527194,CEP
180711,0.4514136434781645,0.2036740750000003,12.974095336910992,0.1284204341100321,CEP
346017,3.7431045614999534,0.1563000499999987,17.325158487103597,0.090923545013359,CEP
168640,0.7198605143935065,0.2478480499999991,13.53627969527559,0.1349203402286297,CEP
386509,3.9974753112555694,0.1551465999999983,17.683261961489357,0.0904461413927683,CEP
448387,1.0718113288813629,0.2086625249999976,17.986193590124998,0.1283443547040152,CEP
432841,6.664328071228781,0.16014865,15.198708103891509,0.0901415921004556,CEP
391035,11.663596440726645,0.4797544500000015,16.671526068421052,0.3060770832007833,CEP
414612,11.3568431807653,0.3872947500000006,17.253427948837206,0.2439855811634197,CEP
440611,4.946628359807813,0.2456180999999988,16.024639978233036,0.1524582255722514,CEP
503669,1.5766326447185788,0.1452670249999998,14.9588207753125,0.0891931155719311,CEP
63849,3.0556447287301034,0.3334765250000009,14.626252587202009,0.2556638372781905,CEP
289291,0.9206763341650428,0.3726954499999992,13.869161458333332,0.2172040966559875,CEP
161508,6.327006063035621,0.2307052500000006,14.406779851923078,0.1063383183980809,CEP
494072,19.895289004272254,0.4207300999999992,12.754722609393935,0.286549039611684,CEP
592272,0.9458382244516188,0.4194350250000003,17.73620046482036,0.2703715324931961,CEP
631448,3.9484619036109474,0.2523021500000002,15.564399712127658,0.1681766517248643,CEP
85856,4.493850298480147,0.3078706499999999,14.44758939797297,0.2155413684588277,CEP
591998,5.741915727511155,0.1484692000000009,15.025228950119333,0.0979939291111008,CEP
182223,2.503293727828168,0.1332339999999998,12.8380537795501,0.0971758530189032,CEP
282532,0.8713597295615098,0.1870973249999998,16.198223996084337,0.1049548750924564,CEP
72478,8.574006967919946,0.1801047499999999,14.512642673984772,0.1223733602704232,CEP
164364,1.376711820679378,0.1641888250000001,13.013528424934384,0.1005327697112485,CEP
37285,3.3153028393423782,0.1582839500000004,12.9978954429192,0.0876726822697306,CEP
509935,4.623995740146746,0.2960348499999998,17.663135713580246,0.1831977685512318,CEP
496224,19.750519725433403,0.4328350999999992,15.01419833939394,0.2877258402829598,CEP
395096,3.483681703940079,0.2865753250000011,17.02477186818182,0.1568127835518357,CEP
265184,21.158129745417927,0.5233263999999993,13.549762524279211,0.3306879845031603,CEP
327303,4.783483920707012,0.1775064499999992,16.263436548686247,0.1127264596610186,CEP
581677,5.3295928927393135,0.1376440500000004,15.947049313365737,0.080927553985515,CEP
403634,4.093945031497862,0.1146073249999997,16.187638956278537,0.06765126072077,CEP
15024,18.849205488747863,0.3814511249999999,19.127230082943143,0.2266799030647346,CEP
257884,10.231556187188962,0.326817525,13.91484211125402,0.2065780992541401,CEP
384362,1.706024894199753,0.1790351999999995,16.931274714551087,0.0970993960353647,CEP
17054,33.62831761734501,0.4305333999999998,19.309216406633904,0.2553069979679017,CEP
160973,1.6634564627579729,0.1936406999999995,14.847872344736844,0.1123617747553036,CEP
503183,5.778588567690022,0.1475805999999995,14.18228490784044,0.0861360066088988,CEP
289126,2.0888302309119364,0.4677896499999985,19.171952379828326,0.2495886269997194,CEP
577055,1.878398416419792,0.4509954500000006,16.983830982389936,0.2268139062524138,CEP
481262,2.248520729091921,0.1791896749999999,17.733310872154966,0.1193123089412357,CEP
489313,1.545217926618152,0.161442525,13.765553444195806,0.1068103031229846,CEP
94417,0.4087867777880546,0.255498900000001,15.390465167931689,0.1603862244872584,CEP
455950,3.686456790874879,0.2061462249999994,18.636165983220337,0.1098875919248368,CEP
15485,2.7452678814829263,0.1637921000000002,13.857919207466065,0.1197360674889244,CEP
498977,1.224937081961013,0.3442650000000009,15.601516593980344,0.2226798382316663,CEP
389548,3.116798075067107,0.16317175,17.320951272782874,0.0950427685971509,CEP
369446,8.837208450968893,0.1865539500000004,17.354709895672332,0.1080172520807797,CEP
473304,2.033608101842733,0.4983224750000001,18.892108121908603,0.281699873682069,CEP
464497,0.9023126917194824,0.2846006999999995,15.573205024967148,0.1808935138113893,CEP
392526,2.840484157736689,0.1547326999999985,16.8062844692053,0.0969868128496824,CEP
91722,4.560729544227865,0.3564924999999999,13.74382744,0.2393771322746445,CEP
390185,3.902238519136178,0.2538027750000005,16.151388009391535,0.1518229461555385,CEP
562556,11.282659531453197,0.2960738999999996,16.624348267889907,0.1655161542575036,CEP
20870,2.488539730129596,0.3474018750000001,14.078764340814558,0.1793394556716627,CEP
525711,5.780346557926668,0.2882976499999987,17.41908544232558,0.1668820733777126,CEP
51497,1.08373255501792,0.255446899999999,14.186218927951153,0.1822295140129847,CEP
172519,3.103053833970909,0.1586446499999994,13.301411209274194,0.0990747821044541,CEP
481632,1.545217926618152,0.1000110999999988,15.079723521991085,0.0543689608331632,CEP
83889,1.1133899057576058,0.2292747249999998,13.21747614461153,0.138646055721657,CEP
17938,1.8471708988175808,0.0954079999999999,15.12521769192982,0.0690372661687487,CEP
24256,4.900696164766078,0.3508505999999993,12.607416996366782,0.2088060512054547,CEP
546850,0.8202381940657506,0.3334131000000013,15.50980686394052,0.2185651858740136,CEP
53587,2.5710419535560285,0.1495437500000012,16.198166314203455,0.0951414295976185,CEP
552938,9.829280767443864,0.3168883500000001,14.054978428387098,0.2144024347197497,CEP
143671,1.3612265014576383,0.1617584499999997,13.114171139294116,0.16846874483811,CEP
172722,1.5548281393486931,0.2998717000000006,13.981330772786883,0.1548057966259058,CEP
576001,3.4031882292624376,0.3472223250000006,18.792074826495725,0.2247641457624385,CEP
451052,6.8517844396822944,0.3170895500000004,13.610862922031824,0.212096976856555,CEP
97247,3.072444908175332,0.1318025500000006,13.204726589333331,0.0812999711348409,CEP
415038,18.234164490380984,0.5040848250000005,12.443380038044634,0.3263454589506367,CEP
327919,4.694835362817716,0.2520804499999993,16.06162059938176,0.1468448044660594,CEP
268293,1.973001149305119,0.1479134750000028,17.08522362281106,0.0891072504856601,CEP
366543,3.0924478297846614,0.3858967,18.198621259776534,0.2212016912118761,CEP
549103,2.4302890336520515,0.1130020500000004,15.725222690032156,0.0656035645602586,CEP
160175,2.0996794891851067,0.1196079499999989,13.611284616578947,0.0741113509873016,CEP
41955,1.9493176953057103,0.1871936500000002,13.860431015992292,0.135851790156913,CEP
475584,7.465618636706679,0.2545297250000011,14.600653649878938,0.1567269894483118,CEP
554522,4.919730572196857,0.3473763500000011,12.885842965427509,0.2095622324790082,CEP
457813,3.3916459682294784,0.4199190500000007,15.538297286066584,0.2391911837269129,CEP
60834,2.143743587188048,0.1570708749999996,14.628615216409267,0.1020853751828154,CEP
565466,0.9414795263807842,0.3479814499999989,14.365937625842696,0.1994391452365427,CEP
532472,8.329679164148285,0.2127842749999997,15.588759337816764,0.1289046589454361,CEP
631151,1.5449666340493848,0.3853931000000035,18.127493570212764,0.2024035879381811,CEP
616553,1.5473572185447688,0.1462717249999983,16.855010375164834,0.0847297750937854,CEP
353063,4.32999075530357,0.3149504749999998,18.23354469221105,0.1915914911703871,CEP
545417,4.594921098644992,0.1116566500000004,14.859899396700143,0.0661133053808644,CEP
546544,5.077498342086637,0.284400950000002,17.608110968149212,0.1813890416054236,CEP
615607,4.296698074731671,0.2606830750000002,15.01147100832328,0.1381850114301236,CEP
480838,0.6055969621276657,0.1972474999999995,18.50967888578812,0.1055165066330261,CEP
573451,0.7219392699268509,0.1963854000000005,18.38155310249267,0.1134726588552855,CEP
291823,0.9360065832601084,0.3343464999999996,13.4797210434968,0.2080380984683515,CEP
15755,1.9705454407072776,0.406476500000001,16.225291614394767,0.1940183401925983,CEP
620168,6.5812257232900295,0.2614030999999999,14.990881942246643,0.14997742702268,CEP
469422,1.729631294407766,0.3004941999999992,17.32863167017083,0.1758151126060244,CEP
74296,2.381847875320948,0.2364835750000011,16.461197391875,0.1362944100233511,CEP
454724,4.112553882813579,0.4380302500000006,15.806693874563592,0.3001047753215035,CEP
255181,12.524718634646318,0.3424529999999999,13.22906506869159,0.1854179434991829,CEP
52293,6.014561382187706,0.2279338750000006,12.95635142,0.1428152297632323,CEP
311795,2.2413589324391348,0.439918500000001,17.476217362934364,0.2527503996133002,CEP
513320,4.740518713781057,0.2922172499999993,15.650895131827516,0.1879756706341438,CEP
65850,4.252461729731237,0.2522661500000005,13.085754479522612,0.1747446417133006,CEP
100698,2.6595743483496608,0.3297295499999997,13.062885687301588,0.19836520365097,CEP
138200,0.5480241952000663,0.1665344000000006,13.088779752346044,0.107173904645424,CEP
171817,3.0106162469258537,0.1355557499999991,13.165096077335376,0.0816845071014312,CEP
81195,3.081914079685659,0.378615899999998,14.52142378117444,0.2115814322099605,CEP
5871,1.7471263697509951,0.2025518499999989,14.699142874505494,0.1357277523128704,CEP
441388,4.044274070346611,0.2683072000000006,13.641724311685117,0.1477467351031505,CEP
403506,11.384061145538212,0.1535205499999978,17.33403870952381,0.081295280332757,CEP
65493,2.939811219834227,0.2702744250000002,14.743587584654088,0.1947045911231061,CEP
515577,0.8017553231194355,0.109917150000002,14.56266561415344,0.0664763416048008,CEP
577811,12.599468489061406,0.4531488250000004,16.207407338379024,0.2789996492072423,CEP
327490,0.3106402420892649,0.2046475500000006,14.897056582817868,0.1498021520716039,CEP
316899,0.7816999306137838,0.4162106499999982,16.0677108383427,0.2675881935866449,CEP
378067,4.946628359807813,0.2946963250000021,17.81486666619318,0.1859781152581182,CEP
301189,12.942777432821924,0.4306035250000004,13.373091998234552,0.2592031249363415,CEP
86027,3.76014286431476,0.1842718250000015,13.593246839070568,0.1189285866233473,CEP
498727,7.89036498523368,0.2889409249999985,16.179303237756333,0.2033132823901152,CEP
146898,2.1459226523605293,0.4920864000000007,16.1930906157424,0.28080845539408,CEP
173067,3.1561461425277835,0.3064608499999997,12.342418707651715,0.1816397663655027,CEP
568295,1.2607829483800308,0.1625614000000013,17.151376368592963,0.1014261447357938,CEP
420561,34.17266027600963,0.4642353000000003,14.995879866736622,0.3231240131281995,CEP
563306,10.348583063627206,0.2817571250000004,14.759944303183024,0.1682814588790382,CEP
15512,0.5158977612471767,0.3494710999999988,19.457790216971915,0.1997364889954908,CEP
439403,1.1915213238166258,0.2751903750000011,15.84620135971631,0.1626005323805087,CEP
21055,1.1377245395282474,0.1205999999999996,15.808106628620989,0.0657053597875052,CEP
389926,7.4422249113704835,0.3257327000000014,17.785862190055248,0.2025532844533022,CEP
508670,3.85005074970265,0.2332801499999988,14.735168491289196,0.1418283473831317,CEP
393499,4.201680312393426,0.4382371999999996,17.513744333980583,0.2710044414712004,CEP
74360,0.8960995149577311,0.2180056249999999,16.714710783834583,0.1341234987805311,CEP
474640,1.5417072527033058,0.1242236999999981,17.892304946634617,0.0664727201335166,CEP
171814,2.4157660217387344,0.157334350000001,13.18259579919355,0.1173714553937937,CEP
63539,2.5572003307536075,0.1291985499999981,17.030464386543535,0.0753244192920908,CEP
99562,2.189444616814606,0.1389043500000006,13.315943848828123,0.0868496834296729,CEP
286734,5.095199619649172,0.2965111749999991,18.099491197962383,0.1702091464760475,CEP
523129,5.406943564443866,0.1468767999999976,16.28621369162791,0.0921811780319615,CEP
600625,1.848249000232116,0.1293540250000004,13.114926350661854,0.0864016230759428,CEP
116803,2.5882032243287045,0.1097531500000004,13.502193530384616,0.0714088715885912,CEP
114923,1.9957981358912025,0.1406077999999988,13.991575522605364,0.0965395642070108,CEP
167463,0.8168177478477079,0.3101311000000004,12.731169237751006,0.2060081586895775,CEP
93415,1.895261838625452,0.2055192000000012,14.368741558285713,0.1382799052680716,CEP
455909,6.694855568341606,0.3265028000000001,12.479944451631049,0.1891348253246021,CEP
305891,2.367601156422164,0.1501603249999981,16.659927118765744,0.0994840511965551,CEP
385686,2.873128528161802,0.2482047250000008,17.864149339667893,0.1517108649687911,CEP
497212,3.4203417912497094,0.180564900000002,17.140126341463414,0.1187077089031657,CEP
22189,0.3819325661968465,0.2811565249999983,14.916157617789294,0.1488846294730186,CEP
330597,26.9886365098771,0.430835199999998,14.18540382281081,0.2623501320972558,CEP
363280,1.2052013282401894,0.1624641499999999,16.582209824915065,0.0982870708073101,CEP
9624,6.166828444125392,0.3393399749999997,12.688493003921568,0.226360461248744,CEP
602159,9.798864927347218,0.1602630499999975,17.284336300932402,0.0936536241883623,CEP
311938,19.095477366916448,0.4524979499999988,13.716557776044228,0.3042324183957237,CEP
325307,0.9753591987100332,0.3700852500000016,15.677159043811884,0.2170312297623335,CEP
573076,0.7271891288076922,0.3467316750000009,17.554891572116603,0.1947832326311196,CEP
158356,5.088376612057375,0.2332143499999999,12.82909019476923,0.1728930367286985,CEP
168829,4.908292082185992,0.1210856499999994,13.78720795742972,0.0736600123546985,CEP
475690,9.009008288199713,0.3009977500000005,17.721604195148245,0.2109079298432895,CEP
166200,0.6467203716106017,0.1223940749999998,14.244767704947916,0.0830769310645363,CEP
603333,9.937237678064625,0.3188547999999995,14.30950842637749,0.1832876465407339,CEP
17029,2.3364485812110147,0.1731209499999995,14.054238606794424,0.0978680918448463,CEP
65403,3.0327215908125464,0.2146840249999995,13.176588809302327,0.1349246153887414,CEP
40295,1.0493758867696903,0.2327899999999987,14.340882007234043,0.128846670266816,CEP
468362,2.0401588864088644,0.2176637499999998,18.16285438131868,0.1387856296221657,CEP
277537,2.4752474385679366,0.4324998749999995,18.14777461967213,0.2366590715335687,CEP
466855,22.72727285042282,0.3139703249999996,14.97660045854701,0.187266183715214,CEP
16918,0.9513318133692124,0.4591607999999993,19.445353936770186,0.2881550654592961,CEP
71953,3.569415753713697,0.3380965999999992,12.881552275495048,0.2194680005916232,CEP
576511,5.323619764155924,0.2708358499999992,16.910069905588585,0.1752108656130577,CEP
389717,20.255862954437497,0.2219357500000001,15.677010588560885,0.144365857555112,CEP
72766,3.138421069221244,0.1806993499999993,12.756240657142856,0.1228152162590684,CEP
334698,1.7551963164472446,0.2082672250000019,16.58375374036909,0.1414330302270992,CEP
586029,9.829280767443864,0.3042707500000006,13.957664436634843,0.1780591551960046,CEP
135787,0.8063488932586986,0.2151766000000003,15.021683497126435,0.1422036551382581,CEP
136893,3.149345318349248,0.2564539999999988,12.528671226421404,0.2197380155439597,CEP
303816,4.579416623898108,0.1962871499999998,17.598730443053434,0.1105111377269487,CEP
357622,5.775075793236567,0.3474679000000016,17.102025092234168,0.1985709205733802,CEP
16128,20.10581994096081,0.4821819999999999,19.30720463592233,0.2965879793306192,CEP
170456,0.7929220671193721,0.3468079499999996,13.526146895757575,0.2581659842302863,CEP
503691,10.620457268196802,0.3004570000000015,17.220700600385605,0.2001387103549295,CEP
472103,4.583835786750421,0.3180818999999992,17.268627718773004,0.1946702887618122,CEP
519873,1.249178164226878,0.1356243999999975,17.59271672729885,0.0729853015072804,CEP
422911,2.5585779388210823,0.1284601750000007,15.223091507869883,0.0816052463967377,CEP
391353,16.46447029957146,0.4382021249999992,15.063024727808989,0.2745178430780214,CEP
561296,3.8461539872299335,0.3071717999999999,13.451315825650555,0.1967947219997438,CEP
555664,12.305698830572084,0.3119344500000007,15.187398426863751,0.184842947843241,CEP
456302,13.561740814599316,0.3074455,17.3663731429078,0.1983631262209886,CEP
142860,3.5055347746996293,0.2421269500000011,13.741022163717949,0.1523609653159789,CEP
15487,32.42320658669435,0.4268417000000006,19.086801609669813,0.2708025839114191,CEP
511630,16.22544833351779,0.4314537250000008,13.935261193626062,0.2497842816467374,CEP
319939,4.611650279947235,0.1626083749999995,14.067518489185392,0.0995757426355745,CEP
564738,4.380908238818964,0.2636022499999999,17.03133258599752,0.1650167535652332,CEP
552232,5.07614182788222,0.3017253999999996,14.060671198888889,0.1827259167011872,CEP
143650,3.020667458628173,0.1839184499999993,14.587320285065887,0.1030903549619684,CEP
445633,1.046313086372448,0.1875407750000022,15.92695196964286,0.1185389485081482,CEP
517563,4.62624747416813,0.3137492999999995,18.617195931978323,0.1752412357706846,CEP
391710,0.5143614666455737,0.4350781499999998,16.46104307925636,0.2675866335716128,CEP
144160,1.9644334057804205,0.2647428500000011,15.738117965597668,0.1794525689836804,CEP
625727,1.701746516977383,0.1218800499999996,17.877399314587734,0.0685578616094309,CEP
103167,0.4354901442453951,0.4429969500000013,12.564364022011386,0.2655647153019935,CEP
581735,3.107113665244065,0.1434316999999989,13.170558206793803,0.0978490484919862,CEP
584743,7.296466508586567,0.2982001499999995,14.051805608465608,0.1907787826568434,CEP
102969,3.330411824725364,0.1814999500000009,12.150126533021078,0.1078857753241763,CEP
527601,5.946791487304346,0.2338791000000002,15.062504191066669,0.139240925368467,CEP
553545,3.8918476040114025,0.3608092999999988,14.27489872496879,0.2221369807185051,CEP
303261,15.372167247704414,0.448559275,14.583807378191487,0.2364217671867478,CEP
625902,1.627966704788239,0.1574824000000001,15.80739791441799,0.0968367703145232,CEP
18970,1.459854009517426,0.1764802749999994,17.525709968558953,0.1205083870719364,CEP
532433,10.888251003501304,0.2862696749999998,12.980439241130604,0.1779850085974887,CEP
1226,2.8139809291804068,0.3760485749999995,14.471412888954344,0.212631709097416,CEP
453827,5.15324098348017,0.1241417,14.20392494442988,0.082456530006923,CEP
446551,18.81188081065974,0.4205322500000008,15.07409420987952,0.2878578025128273,CEP
395053,7.243613617317441,0.1572327499999986,15.918059646600565,0.0947559347059551,CEP
285731,4.4970411568319895,0.2601647250000027,17.68153530147059,0.1490719634427765,CEP
558050,0.8168177478477079,0.2133240749999991,16.383414672486772,0.1317303329376455,CEP
319980,0.5106565655551073,0.4620997750000004,13.088104993411765,0.3569738954228985,CEP
16040,38.8548054252324,0.4658518000000011,18.939451912411347,0.277943964300344,CEP
97906,4.371835780619118,0.3236698999999996,13.272394670244822,0.2052025197629251,CEP
556103,4.288938900727183,0.2462892500000002,18.155637502077923,0.154464980707503,CEP
6096,1.0910761434788605,0.1512489250000008,16.350618600219057,0.0976765240850248,CEP
390998,1.6549080308317716,0.248436449999998,18.222862220147874,0.141910243798679,CEP
299151,4.483246430410968,0.0891044250000003,13.564945028499368,0.056944505282508,CEP
419367,1.7505066147367867,0.1940317000000018,17.74721435638298,0.1044854321100388,CEP
348462,3.4358046083055007,0.2380046750000009,17.96468590728083,0.1384978810453176,CEP
384429,0.4195093936188184,0.1341452500000004,15.871844917794489,0.0858602715158419,CEP
386716,1.4750406846449864,0.2674503250000004,17.296489028057554,0.184776337380677,CEP
560170,7.100149242140665,0.2750732999999989,16.235449017001336,0.1571500352345654,CEP
362203,11.649294238882968,0.3921976249999996,17.470792913032582,0.2456966081709458,CEP
158619,0.9652999364683514,0.1276669500000009,13.850293457246377,0.082850378647095,CEP
361901,6.299734244530703,0.2103080750000003,14.66883485342282,0.142283891049664,CEP
